time,sourceTimestamp,firstCreated,sourceId,headline,urgency,takeSequence,provider,subjects,audiences,bodySize,companyCount,headlineTag,marketCommentary,sentenceCount,wordCount,assetCodes,assetName,firstMentionSentence,relevance,sentimentClass,sentimentNegative,sentimentNeutral,sentimentPositive,sentimentWordCount,noveltyCount12H,noveltyCount24H,noveltyCount3D,noveltyCount5D,noveltyCount7D,volumeCounts12H,volumeCounts24H,volumeCounts3D,volumeCounts5D,volumeCounts7D
2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"{'SIEB.OQ', 'SIEB.O'}",Siebert Financial Corp,3,0.220564,0,0.262733,0.381765,0.355503,233,0,1,2,2,2,0,1,2,2,2
2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"{'MON.N', 'MON.F', 'MON.DE'}",Monsanto Co,0,0.0735215,0,0.294074,0.381648,0.324277,1674,0,0,0,0,0,0,1,2,2,2
2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"{'STZ.N', 'STZb.N'}",Constellation Brands Inc,40,0.0735215,0,0.0173656,0.809667,0.172967,96,0,1,2,2,2,0,1,2,2,2
2007-01-01 13:03:35+00:00,2007-01-01 13:03:35+00:00,2007-01-01 13:03:35+00:00,3892aac458a3f96f,"FEATURE-In kidnapping, finesse works best",3,1,RTRS,"{'BD', 'INS', 'LATAM', 'CA', 'US', 'MX', 'IL', 'LIF', 'RTRS', 'FEA', 'LEN', 'MEAST', 'CO', 'ASIA', 'HT'}","{'PGE', 'PCU', 'PCO', 'DNP', 'MD', 'E', 'G', 'PSC', 'ESN', 'U', 'RNP'}",4413,1,FEATURE,False,55,907,{'STA.N'},Travelers Companies Inc,8,0.447214,-1,0.600082,0.345853,0.0540643,62,1,2,2,2,2,1,2,4,4,4
2007-01-01 13:30:02+00:00,2007-01-01 13:30:02+00:00,2007-01-01 13:30:02+00:00,107f44070202b130,Rite Aid Can Help You Realize Your New Year's Weight Loss Resolution <RAD.N>,3,1,BSW,"{'BACT', 'US', 'NEWR', 'DRU', 'LEN'}","{'CNR', 'BSW'}",4881,1,,False,26,828,{'RAD.N'},Rite Aid Corp,1,1.0,1,0.0655309,0.142502,0.791967,789,0,0,0,1,1,0,0,0,1,1
2007-01-01 14:44:02+00:00,2007-01-01 14:44:02+00:00,2007-01-01 14:44:02+00:00,24312f29aa2a9364,Commtouch Reports: ''Happy New Year!'' Virus Ends 2006 with a Blast <CTCH.O>,3,1,BSW,"{'BACT', 'BUS', 'US', 'DPR', 'TEL', 'NEWR', 'LEN', 'WWW'}","{'CNR', 'BSW'}",6181,1,,False,45,1051,{'CTCH.O'},Cyren Ltd,1,1.0,-1,0.410132,0.347302,0.242566,836,0,0,0,0,0,0,0,0,0,1
2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"{'MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O'}",Microsoft Corp,11,0.13484,0,0.0141482,0.810077,0.175775,42,0,0,0,0,0,1,1,1,5,17
2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"{'QCOM.O', 'QCOM.DE', 'QCOM.OQ'}",Qualcomm Inc,1,1.0,-1,0.655596,0.21213,0.132274,228,0,0,0,0,0,0,0,15,16,16
2007-01-01 15:07:39+00:00,2007-01-01 15:07:39+00:00,2007-01-01 15:07:39+00:00,1ff5d379138f8551,Talks to save BenQ Mobile Germany fail,3,1,RTRS,"{'DE', 'JOB', 'WEU', 'TEL', 'ELC', 'TW', 'RTRS', 'LEN', 'EUROPE', 'ASIA', 'BKRT'}","{'PCO', 'EMK', 'DNP', 'Z', 'T', 'E', 'D', 'PTD', 'PSC', 'RNP'}",1770,2,,False,13,305,"{'SI.N', 'SIEGn.F', 'SIEGnq.L', 'SIEGn.DE'}",Siemens AG,6,0.433013,-1,0.421752,0.304836,0.273412,137,0,0,0,0,1,0,0,2,13,16
2007-01-01 15:15:23+00:00,2007-01-01 15:15:23+00:00,2007-01-01 15:15:23+00:00,35f615a5e8c89780,Internet Gold's Subsidiary Smile.Communications Completes Full Acquisition of 012... <IGLD.O>,3,1,PRN,"{'BACT', 'PUB', 'REC', 'DPR', 'TEL', 'NEWR', 'IL', 'MRG', 'TBCS', 'WWW', 'LEN', 'LEI', 'EMRG', 'MEAST'}",{'PRN'},2231,1,,False,23,402,"{'IGLD.OQ', 'IGLD.TA', 'IGLD.O'}",Internet Gold Golden Lines Ltd,1,1.0,1,0.0980601,0.379009,0.52293,377,0,0,0,0,0,0,0,0,0,0
2007-01-01 15:57:32+00:00,2007-01-01 15:57:32+00:00,2007-01-01 15:57:32+00:00,eb2aace864f57367,TEXT-Internet Gold completes 012 Golden Lines purchase,3,1,RTRS,"{'US', 'TEL', 'IL', 'MRG', 'RTRS', 'LEN', 'EMRG', 'MEAST'}","{'PCU', 'PCO', 'DNP', 'MD', 'E', 'PSC', 'U', 'RNP'}",1090,1,TEXT,False,12,214,"{'IGLD.OQ', 'IGLD.TA', 'IGLD.O'}",Internet Gold Golden Lines Ltd,1,1.0,1,0.132739,0.389685,0.477576,159,1,1,1,1,1,1,1,1,1,1
2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,{'GS.N'},Goldman Sachs Group Inc,3,0.27735,1,0.26906,0.173751,0.557189,96,0,0,0,0,0,0,0,7,28,42
2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"{'DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A'}",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.163308,0.705706,66,0,0,0,0,0,0,0,8,14,16
2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"{'PLJC.O', 'C.N', 'C', 'TRV.F', 'TRV.DE'}",Citigroup Inc,7,0.138675,1,0.00774632,0.446933,0.545321,80,0,0,0,0,0,0,0,17,50,71
2007-01-01 18:03:35+00:00,2007-01-01 18:03:34+00:00,2007-01-01 18:03:34+00:00,5994181687d4afe5,"FEATURE-In kidnapping, finesse works best",3,1,RTRS,"{'BD', 'INS', 'LATAM', 'CA', 'US', 'MX', 'IL', 'LIF', 'RTRS', 'FEA', 'LEN', 'MEAST', 'CO', 'ASIA', 'HT'}","{'PGE', 'PCU', 'PCO', 'DNP', 'MD', 'E', 'G', 'PSC', 'ESN', 'U', 'RNP'}",4413,1,FEATURE,False,55,907,{'STA.N'},Travelers Companies Inc,8,0.447214,-1,0.600082,0.345853,0.0540643,62,2,3,3,3,3,2,3,5,5,5
2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,4ba95d0bb0f21a2f,"Stiller, Smith achieve box office milestones",3,1,RTRS,"{'PUB', 'JP', 'CA', 'ENT', 'US', 'FILM', 'LIF', 'RTRS', 'LEN', 'LEI'}","{'PGE', 'PCU', 'PCO', 'DNP', 'J', 'E', 'CAN', 'G', 'PSC', 'ESN', 'U', 'RNP'}",2742,5,,False,23,579,{'GE.N'},General Electric Co,20,0.204124,0,0.017913,0.806928,0.175159,98,0,1,1,1,1,0,1,4,11,12
2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,4ba95d0bb0f21a2f,"Stiller, Smith achieve box office milestones",3,1,RTRS,"{'PUB', 'JP', 'CA', 'ENT', 'US', 'FILM', 'LIF', 'RTRS', 'LEN', 'LEI'}","{'PGE', 'PCU', 'PCO', 'DNP', 'J', 'E', 'CAN', 'G', 'PSC', 'ESN', 'U', 'RNP'}",2742,5,,False,23,579,{'TWX.N'},Time Warner Inc,23,0.204124,0,0.0159463,0.925269,0.0587845,34,0,1,1,1,1,0,1,3,7,7
2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,4ba95d0bb0f21a2f,"Stiller, Smith achieve box office milestones",3,1,RTRS,"{'PUB', 'JP', 'CA', 'ENT', 'US', 'FILM', 'LIF', 'RTRS', 'LEN', 'LEI'}","{'PGE', 'PCU', 'PCO', 'DNP', 'J', 'E', 'CAN', 'G', 'PSC', 'ESN', 'U', 'RNP'}",2742,5,,False,23,579,"{'NWS.N', 'NWSa.N', 'NWS.AX'}",Twenty-First Century Fox Inc,6,0.204124,0,0.0142416,0.826866,0.158892,65,0,1,1,1,1,0,1,3,8,11
2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,4ba95d0bb0f21a2f,"Stiller, Smith achieve box office milestones",3,1,RTRS,"{'PUB', 'JP', 'CA', 'ENT', 'US', 'FILM', 'LIF', 'RTRS', 'LEN', 'LEI'}","{'PGE', 'PCU', 'PCO', 'DNP', 'J', 'E', 'CAN', 'G', 'PSC', 'ESN', 'U', 'RNP'}",2742,5,,False,23,579,"{'VIAb.N', 'VIA.N', 'VNV.N', 'RBV.N'}",Viacom Inc,18,0.204124,1,0.118061,0.385745,0.496195,78,0,1,1,1,1,0,1,5,7,15
2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,4ba95d0bb0f21a2f,"Stiller, Smith achieve box office milestones",3,1,RTRS,"{'PUB', 'JP', 'CA', 'ENT', 'US', 'FILM', 'LIF', 'RTRS', 'LEN', 'LEI'}","{'PGE', 'PCU', 'PCO', 'DNP', 'J', 'E', 'CAN', 'G', 'PSC', 'ESN', 'U', 'RNP'}",2742,5,,False,23,579,"{'6758.T', 'SNE.N'}",Sony Corp,9,0.204124,1,0.146765,0.392352,0.460883,78,0,1,1,1,1,0,1,2,6,13
2007-01-01 20:06:17+00:00,2007-01-01 20:06:16+00:00,2007-01-01 20:06:16+00:00,e72dc8573c4817b7,PRESS DIGEST-Australian Business News - Jan 2,3,1,RTRS,"{'AU', 'RTRS', 'PRESS', 'LEN', 'ASIA'}","{'PGE', 'PMF', 'AUF', 'DNP', 'G', 'PSC', 'RNP', 'AUP'}",9629,6,PRESS DIGEST,False,78,1682,"{'NWS.N', 'NWSa.N', 'NWS.AX'}",Twenty-First Century Fox Inc,1,1.0,1,0.098516,0.155354,0.74613,93,0,0,0,0,0,1,2,4,9,12
2007-01-01 20:06:40+00:00,2007-01-01 20:06:40+00:00,2007-01-01 20:06:16+00:00,a796f9177e5e0f66,PRESS DIGEST-Australian Business News - Jan 2,3,2,RTRS,"{'AU', 'RTRS', 'PRESS', 'LEN', 'ASIA'}","{'PGE', 'PMF', 'AUF', 'DNP', 'G', 'PSC', 'RNP', 'AUP'}",9674,9,PRESS DIGEST,False,79,1691,"{'NWS.N', 'NWSa.N', 'NWS.AX'}",Twenty-First Century Fox Inc,1,1.0,1,0.098516,0.155354,0.74613,93,1,1,1,1,1,2,3,5,10,13
2007-01-01 20:06:40+00:00,2007-01-01 20:06:40+00:00,2007-01-01 20:06:16+00:00,a796f9177e5e0f66,PRESS DIGEST-Australian Business News - Jan 2,3,2,RTRS,"{'AU', 'RTRS', 'PRESS', 'LEN', 'ASIA'}","{'PGE', 'PMF', 'AUF', 'DNP', 'G', 'PSC', 'RNP', 'AUP'}",9674,9,PRESS DIGEST,False,79,1691,"{'BHP.N', 'BHP.F', 'BHP.AX'}",BHP Billiton Ltd,56,0.178174,0,0.130677,0.465433,0.403891,80,0,0,0,0,0,0,0,0,8,13
2007-01-01 23:35:40+00:00,2007-01-01 23:35:40+00:00,2007-01-01 23:35:40+00:00,40cdf9a649b79ed0,"UPDATE 1-AirAsia no comment on easyJet, Virgin tie-up report",3,1,RTRS,"{'WEU', 'MRG', 'GB', 'AU', 'RTRS', 'MY', 'LEN', 'EMRG', 'EUROPE', 'ASIA', 'AIR'}","{'AUF', 'EMK', 'DNP', 'PCO', 'E', 'PSC', 'SI', 'ESN', 'RNP', 'AUP', 'UKI'}",2059,4,UPDATE 1,False,17,397,"{'RYAAY.OQ', 'RYAAY.O', 'RYA.F', 'RYA.I', 'RYA.L'}",Ryanair Holdings PLC,12,0.141421,-1,0.675553,0.263018,0.0614286,54,0,0,0,0,0,0,1,1,13,16
2007-01-01 23:50:59+00:00,2007-01-01 23:50:59+00:00,2007-01-01 23:50:59+00:00,e23f141064f811e0,Mexico's Femsa raises local beer prices,3,1,RTRS,"{'LATAM', 'MX', 'BEV', 'RTRS', 'LEN', 'EMRG'}","{'PCO', 'E', 'PSC', 'ESN', 'RNP'}",734,2,,False,7,144,"{'FMSAUBD.MX', 'FMX.N'}",Fomento Economico Mexicano SAB de CV,1,1.0,0,0.0912916,0.61248,0.296229,144,0,0,0,0,0,0,0,0,0,0
2007-01-02 00:23:44+00:00,2007-01-02 00:23:44+00:00,2007-01-02 00:23:44+00:00,aef9be9d4be96a1b,Sanofi head criticises generic drug makers - FT,3,1,RTRS,"{'FR', 'ID', 'WEU', 'IN', 'DRU', 'RTRS', 'LEN', 'EMRG', 'TH', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'E', 'PSC', 'ESN', 'U', 'RNP'}",1121,1,,False,9,213,"{'SNY.N', 'SASY.F', 'SASY.PA'}",Sanofi SA,1,1.0,-1,0.501143,0.277839,0.221017,179,0,0,0,0,0,0,0,0,2,6
2007-01-02 00:24:59+00:00,2007-01-02 00:24:59+00:00,2007-01-02 00:24:59+00:00,67adaddb4f312fbb,Taiwan stocks - Factors to watch,3,1,RTRS,"{'STX', 'TW', 'RTRS', 'LEN', 'EMRG', 'ASIA'}","{'PMF', 'DNP', 'Z', 'PTD', 'E', 'MF', 'PSC', 'RNP'}",4858,3,,True,96,973,"{'AUO.N', '2409.TW'}",AU Optronics Corp,22,0.214423,0,0.199058,0.581326,0.219616,198,0,0,0,0,0,0,0,0,0,0
2007-01-02 00:24:59+00:00,2007-01-02 00:24:59+00:00,2007-01-02 00:24:59+00:00,67adaddb4f312fbb,Taiwan stocks - Factors to watch,3,1,RTRS,"{'STX', 'TW', 'RTRS', 'LEN', 'EMRG', 'ASIA'}","{'PMF', 'DNP', 'Z', 'PTD', 'E', 'MF', 'PSC', 'RNP'}",4858,3,,True,96,973,"{'TSM.N', '2330.TW'}",Taiwan Semiconductor Manufacturing Co Ltd,23,0.214423,0,0.170486,0.611566,0.217947,153,0,0,0,0,0,0,0,0,5,12
2007-01-02 00:26:30+00:00,2007-01-02 00:26:30+00:00,2007-01-02 00:26:30+00:00,c91f788545361103,PRESS DIGEST - British business - Jan 2,3,1,RTRS,"{'GB', 'RTRS', 'PRESS', 'LEN'}","{'M', 'U', 'PGE', 'PMF', 'EMK', 'DNP', 'SOF', 'C', 'T', 'E', 'D', 'MTL', 'G', 'PSC', 'GRO', 'O', 'OIL', 'RNP', 'UKI'}",4733,5,PRESS DIGEST,False,26,795,"{'RBS', 'RBS.L', 'RBS.DE'}",Royal Bank of Scotland Group PLC,13,0.353553,1,0.0669956,0.143219,0.789785,98,0,0,0,0,0,0,0,2,8,9
2007-01-02 00:37:42+00:00,2007-01-02 00:37:42+00:00,2007-01-02 00:37:42+00:00,6926b6149bb83c6b,"PRESS DIGEST-Financial Times, Wall St Journal Asia editions",3,1,RTRS,"{'JP', 'STL', 'CRU', 'TEL', 'HK', 'IN', 'CN', 'RTRS', 'ENR', 'PRESS', 'LEN', 'ASIA', 'AUT'}","{'SNI', 'M', 'AUF', 'DNP', 'IF', 'J', 'T', 'E', 'D', 'Z', 'SNS', 'G', 'ND', 'PSC', 'SI', 'PHD', 'RNP', 'AUP'}",1892,2,PRESS DIGEST,False,13,339,"{'2332.HK', 'HTX.N', '2332.DE'}",Hutchison Telecommunications International Ltd,5,0.218218,1,0.220342,0.281998,0.49766,102,0,0,0,0,1,0,0,1,22,26
2007-01-02 00:41:43+00:00,2007-01-02 00:41:43+00:00,2007-01-02 00:41:43+00:00,0e1d1922d75eca97,PRESS DIGEST-Indonesian Business News - Jan 2,3,1,RTRS,"{'ID', 'TEL', 'RTRS', 'ENR', 'LEN', 'EMRG', 'FUND', 'ASIA'}","{'M', 'PGE', 'DNP', 'IF', 'PTD', 'T', 'E', 'D', 'G', 'PSC', 'RNP'}",1363,1,PRESS DIGEST,False,14,264,"{'ISAT.JK', 'IIT.N'}",Indosat Tbk PT,11,0.5,1,0.108251,0.382327,0.509422,97,0,0,0,0,0,0,0,0,0,1
2007-01-02 01:06:07+00:00,2007-01-02 01:06:07+00:00,2007-01-02 01:01:25+00:00,986e5aa4f946c8f2,"Taiwan stocks open up, techs gain on China opening",3,1,RTRS,"{'STX', 'TW', 'RTRS', 'LEN', 'EMRG', 'HOT', 'ASIA'}","{'M', 'Z', 'E', 'D', 'MF', 'PSC'}",2639,1,,True,74,555,"{'TSM.N', '2330.TW'}",Taiwan Semiconductor Manufacturing Co Ltd,4,0.123091,0,0.0139782,0.799158,0.186864,43,0,0,0,0,1,2,2,2,7,14
